,drug,cell_line,IC50
0,5-Fluorouracil,22RV1,2.319585
1,A-366,22RV1,4.685324
2,AGI-5198,22RV1,6.255464
3,AGI-6780,22RV1,4.194722
4,AGK2,22RV1,3.839616
5,AMG-319,22RV1,6.450931
6,AT13148,22RV1,2.529538
7,AZ6102,22RV1,2.9276
8,AZ960,22RV1,3.969719
9,AZD1208,22RV1,5.007299
10,AZD1332,22RV1,3.424256
11,AZD2014,22RV1,-0.554046
12,AZD3759,22RV1,3.408729
13,AZD4547,22RV1,3.618655
14,AZD5153,22RV1,0.758838
15,AZD5363,22RV1,2.654513
16,AZD5438,22RV1,3.426016
17,AZD5582,22RV1,2.402949
18,AZD5991,22RV1,3.873425
19,AZD6738,22RV1,3.384121
20,AZD8055,22RV1,-1.458397
21,Acetalax,22RV1,-0.236071
22,Afatinib,22RV1,2.316328
23,Afuresertib,22RV1,1.553442
24,Alisertib,22RV1,3.292027
25,Alpelisib,22RV1,2.207962
26,Avagacestat,22RV1,5.06275
27,Axitinib,22RV1,4.474203
28,BI-2536,22RV1,-1.501355
29,BIBR-1532,22RV1,6.360602
30,BMS-536924,22RV1,2.862935
31,BMS-754807,22RV1,2.273743
32,Bleomycin,22RV1,4.031109
33,Bleomycin (50 uM),22RV1,3.97792
34,Bortezomib,22RV1,-4.6224
35,Bosutinib,22RV1,3.913924
36,Buparlisib,22RV1,0.648494
37,CCT007093,22RV1,5.941977
38,CPI-637,22RV1,4.905957
39,CZC24832,22RV1,4.677051
40,Camptothecin,22RV1,-2.90246
41,Carmustine,22RV1,6.148346
42,Cediranib,22RV1,2.109625
43,Cisplatin,22RV1,3.372862
44,Crizotinib,22RV1,2.502973
45,Cyclophosphamide,22RV1,6.209993
46,Cytarabine,22RV1,4.189364
47,Dabrafenib,22RV1,6.439239
48,Dacarbazine,22RV1,6.889218
49,Dactinomycin,22RV1,-4.840963
50,Dactolisib,22RV1,-2.793766
51,Daporinad,22RV1,-3.112784
52,Dasatinib,22RV1,4.203067
53,Dihydrorotenone,22RV1,1.840438
54,Dinaciclib,22RV1,-2.715792
55,Docetaxel,22RV1,-2.839407
56,Doramapimod,22RV1,6.475129
57,EHT-1864,22RV1,4.235458
58,EPZ004777,22RV1,6.336956
59,EPZ5676,22RV1,6.343132
60,Elephantin,22RV1,3.359992
61,Entinostat,22RV1,1.987387
62,Entospletinib,22RV1,5.335641
63,Epirubicin,22RV1,-1.427706
64,Erlotinib,22RV1,4.439637
65,Fludarabine,22RV1,6.364086
