,drug,cell_line,IC50
0,5-azacytidine,22RV1,3.192165
1,A-366,22RV1,4.685324
2,ABT737,22RV1,3.98776
3,AGI-5198,22RV1,6.255464
4,AGI-6780,22RV1,4.194722
5,AGK2,22RV1,3.839616
6,AMG-319,22RV1,6.450931
7,AT13148,22RV1,2.529538
8,AZ6102,22RV1,2.9276
9,AZD1208,22RV1,5.007299
10,AZD1332,22RV1,3.424256
11,AZD2014,22RV1,-0.554046
12,AZD3759,22RV1,3.408729
13,AZD4547,22RV1,3.618655
14,AZD5153,22RV1,0.758838
15,AZD5438,22RV1,3.426016
16,AZD5582,22RV1,2.402949
17,AZD5991,22RV1,3.873425
18,AZD6738,22RV1,3.384121
19,AZD7762,22RV1,2.042511
20,AZD8055,22RV1,-1.458397
21,Acetalax,22RV1,-0.236071
22,Afatinib,22RV1,2.316328
23,Alisertib,22RV1,3.292027
24,Alpelisib,22RV1,2.207962
25,Avagacestat,22RV1,5.06275
26,Axitinib,22RV1,4.474203
27,BI-2536,22RV1,-1.501355
28,BIBR-1532,22RV1,6.360602
29,BMS-345541,22RV1,2.47004
30,BMS-536924,22RV1,2.862935
31,Bleomycin,22RV1,4.031109
32,Bleomycin (50 uM),22RV1,3.97792
33,Bortezomib,22RV1,-4.6224
34,Bosutinib,22RV1,3.913924
35,Bromosporine,22RV1,2.842678
36,Buparlisib,22RV1,0.648494
37,CCT007093,22RV1,5.941977
38,CPI-637,22RV1,4.905957
39,CZC24832,22RV1,4.677051
40,Camptothecin,22RV1,-2.90246
41,Carmustine,22RV1,6.148346
42,Cediranib,22RV1,2.109625
43,Cisplatin,22RV1,3.372862
44,Crizotinib,22RV1,2.502973
45,Cyclophosphamide,22RV1,6.209993
46,Cytarabine,22RV1,4.189364
47,Dabrafenib,22RV1,6.439239
48,Dacarbazine,22RV1,6.889218
49,Dactinomycin,22RV1,-4.840963
50,Dactolisib,22RV1,-2.793766
51,Daporinad,22RV1,-3.112784
52,Dasatinib,22RV1,4.203067
53,Dihydrorotenone,22RV1,1.840438
54,Dinaciclib,22RV1,-2.715792
55,Docetaxel,22RV1,-2.839407
56,Doramapimod,22RV1,6.475129
57,EHT-1864,22RV1,4.235458
58,EPZ004777,22RV1,6.336956
59,EPZ5676,22RV1,6.343132
60,Elephantin,22RV1,3.359992
61,Entinostat,22RV1,1.987387
62,Entospletinib,22RV1,5.335641
63,Epirubicin,22RV1,-1.427706
64,Erlotinib,22RV1,4.439637
65,Fludarabine,22RV1,6.364086
66,Foretinib,22RV1,2.452178
67,Fulvestrant,22RV1,4.580928
68,GNE-317,22RV1,-0.17
69,GSK-LSD1,22RV1,3.011643
70,GSK1904529A,22RV1,4.40755
71,GSK2110183B,22RV1,2.124287
72,GSK2578215A,22RV1,6.124603
73,GSK2606414,22RV1,3.576363
74,GSK2830371,22RV1,6.076753
75,GSK591,22RV1,6.043719
76,GW441756,22RV1,4.731265
77,Gallibiscoquinazole,22RV1,3.323243
78,Gefitinib,22RV1,4.315802
79,Gemcitabine,22RV1,-2.883793
80,I-BET-762,22RV1,2.28072
81,I-BRD9,22RV1,5.643544
82,ICL-SIRT078,22RV1,5.018785
83,IWP-2,22RV1,4.036203
84,Ibrutinib,22RV1,5.403357
85,Ipatasertib,22RV1,3.593688
86,Irinotecan,22RV1,2.222536
87,JNK Inhibitor VIII,22RV1,6.414185
88,JQ1,22RV1,2.439388
89,KRAS (G12C) Inhibitor-12,22RV1,2.835576
90,KU-55933,22RV1,6.475988
91,L-Oxonoreleagnine,22RV1,4.440545
92,LCL161,22RV1,5.787252
93,LGK974,22RV1,5.040647
94,LJI308,22RV1,5.298182
95,LMP744,22RV1,-1.957433
96,LY2109761,22RV1,5.936712
97,Lapatinib,22RV1,3.516958
98,Leflunomide,22RV1,5.715007
99,Lenalidomide,22RV1,6.214894
100,Lestaurtinib,22RV1,0.779534
101,Linsitinib,22RV1,3.596753
102,Luminespib,22RV1,-2.047939
103,MG-132,22RV1,-1.597174
104,MIM1,22RV1,4.773134
105,MIRA-1,22RV1,6.109497
106,MK-1775,22RV1,2.454693
107,MK-2206,22RV1,1.451813
108,MK-8776,22RV1,3.939079
109,ML323,22RV1,4.858924
110,MN-64,22RV1,6.20477
111,Methotrexate,22RV1,0.448684
112,Mirin,22RV1,4.834877
113,Mitoxantrone,22RV1,-0.18664
114,Motesanib,22RV1,6.475988
115,Mycophenolic acid,22RV1,2.501541
116,N-acetyl cysteine,22RV1,9.416855
117,NU7441,22RV1,4.462832
118,NVP-ADW742,22RV1,2.59346
119,Navitoclax,22RV1,4.803093
120,Nilotinib,22RV1,4.238712
121,Niraparib,22RV1,3.559028
122,Nutlin-3a (-),22RV1,2.716152
123,OF-1,22RV1,4.981523
124,OSI-027,22RV1,1.119958
125,Obatoclax Mesylate,22RV1,0.980832
126,Olaparib,22RV1,4.811496
127,Osimertinib,22RV1,3.22546
128,Oxaliplatin,22RV1,3.173693
129,P22077,22RV1,6.470562
130,PCI-34051,22RV1,5.772326
131,PD0325901,22RV1,1.264776
132,PD173074,22RV1,3.830967
133,PFI-1,22RV1,3.564366
134,PFI3,22RV1,6.101116
135,PLX-4720,22RV1,5.504357
136,POMHEX,22RV1,2.156797
137,PRIMA-1MET,22RV1,3.351648
138,PRT062607,22RV1,1.879975
139,Paclitaxel,22RV1,-2.240796
140,Palbociclib,22RV1,2.253138
141,Pevonedistat,22RV1,1.682196
142,Picolinici-acid,22RV1,6.430491
143,Pictilisib,22RV1,0.523985
144,Podophyllotoxin bromide,22RV1,-0.355127
145,Pyridostatin,22RV1,3.071326
146,RO-3306,22RV1,3.511002
147,RVX-208,22RV1,4.562817
148,Refametinib,22RV1,2.966536
149,Ribociclib,22RV1,2.299274
150,Romidepsin,22RV1,-4.917572
151,Rucaparib,22RV1,4.095206
152,Ruxolitinib,22RV1,6.440741
153,SB590885,22RV1,5.722726
154,SCH772984,22RV1,3.056805
155,SGC-CBP30,22RV1,4.973866
156,SGC0946,22RV1,3.799297
157,SN-38,22RV1,-4.972312
158,Sapitinib,22RV1,5.764129
159,Savolitinib,22RV1,3.621982
160,Schweinfurthin A,22RV1,1.454677
161,Selumetinib,22RV1,3.754136
162,Sepantronium bromide,22RV1,-3.030734
163,Serdemetan,22RV1,3.056134
164,Sinularin,22RV1,4.319845
165,Sorafenib,22RV1,3.52718
166,Staurosporine,22RV1,-2.50979
167,TW 37,22RV1,0.804539
168,Talazoparib,22RV1,2.51956
169,Tamoxifen,22RV1,3.733367
170,Taselisib,22RV1,0.963836
171,Telomerase Inhibitor IX,22RV1,0.5335
172,Temozolomide,22RV1,7.842775
173,Temsirolimus,22RV1,-0.974396
174,Teniposide,22RV1,0.35478
175,Topotecan,22RV1,-0.69901
176,Trametinib,22RV1,1.325603
177,UNC0379,22RV1,1.779301
178,Ulixertinib,22RV1,3.031144
179,Uprosertib,22RV1,1.201932
180,VE-822,22RV1,4.436175
181,VE821,22RV1,6.013336
182,Veliparib,22RV1,6.060621
183,Venetoclax,22RV1,4.398981
184,Vinblastine,22RV1,-4.384381
185,Vincristine,22RV1,-2.006153
186,Vismodegib,22RV1,5.391738
187,Vorinostat,22RV1,0.913749
188,WEHI-539,22RV1,5.052249
189,WIKI4,22RV1,4.876028
190,WZ4003,22RV1,4.30083
191,Wnt-C59,22RV1,4.158391
192,XAV939,22RV1,5.022698
193,YK-4-279,22RV1,2.770574
194,ZM447439,22RV1,5.667987
195,alpha-lipoic acid,22RV1,7.94115
196,glutathione,22RV1,10.422474
197,5-Fluorouracil,2313287,1.80734
198,5-azacytidine,2313287,2.032212
199,A-366,2313287,3.967544
200,ABT737,2313287,2.960491
201,AGI-5198,2313287,5.008851
202,AGI-6780,2313287,5.095646
203,AGK2,2313287,4.032236
