0,1
3.3095,4.036203
6.21365,6.475129
-0.698705,-0.355127
-0.360269,-0.17
3.021544,1.454677
5.451667,6.43049
2.465295,2.502973
2.304645,2.109625
5.858437,6.414185
3.50966,3.056805
4.342275,3.564365
2.560333,2.273743
-4.332715,-3.112783
2.834338,1.987386
4.582911,4.876027
3.179241,2.402949
2.684806,2.770575
4.476196,6.013336
6.052264,5.831497
2.194791,1.656376
5.053497,5.450591
0.974425,1.257733
5.066072,5.158626
2.818243,3.052355
4.336017,4.566102
0.480646,-0.256285
4.264748,5.095645
0.109477,-0.396882
5.057198,4.370624
2.688181,2.094835
-1.017934,-2.982427
4.518394,4.003138
3.023988,4.429554
1.897568,4.865214
4.839934,5.581813
2.715595,2.54312
3.107941,5.156278
4.682722,4.242455
2.396269,3.473819
3.86352,4.456416
2.146441,1.484758
4.604247,4.757731
1.093856,1.730879
1.816958,0.809973
4.869353,5.027175
4.597517,4.67581
3.765402,1.98126
0.360867,-0.244292
1.727429,0.590397
4.065319,5.835447
2.236011,1.291286
4.244644,3.979041
2.85784,2.958389
2.803457,2.929658
2.712335,3.274632
1.709133,2.001949
-1.137741,-1.172429
3.195951,3.724792
0.069505,-0.574155
-3.484331,-4.537336
2.324642,2.780808
1.584751,1.665761
-4.952046,-5.057753
4.985598,5.417476
5.672911,5.820346
1.744935,2.466127
5.088314,4.869955
4.412888,4.316373
5.731232,4.543159
5.011481,4.481905
2.396035,2.027117
5.645077,5.823757
6.058435,6.095601
2.234042,2.161042
5.34458,5.200057
1.422968,1.436848
2.346008,2.765863
3.45487,3.724252
5.062472,4.421653
2.70628,1.436978
4.76458,4.701384
4.1237,4.129407
4.755414,5.032524
3.849031,4.741023
-0.404589,-0.375634
-3.544918,-3.880692
-0.161657,0.004777
2.135311,4.713359
3.577166,4.327863
3.286807,3.137377
-1.37951,-1.137647
3.350751,3.056954
-0.609597,-1.315522
2.026464,2.05912
-2.485313,-3.042294
-1.358632,-1.134338
-0.352272,-0.260882
4.43926,5.057745
-5.336908,-5.124042
2.507408,2.895657
2.737738,3.443262
-1.535055,-1.54099
2.975082,2.582657
0.939856,0.693734
5.849309,5.747663
-1.705591,-1.84776
-2.320577,-4.232215
3.739727,3.935046
3.723298,3.430208
4.241244,4.658872
4.78196,4.550601
2.623463,1.838386
5.122662,5.649461
2.684441,2.909232
0.42524,-0.249461
2.623905,0.768096
2.683006,2.979721
3.734196,3.227181
3.777776,3.473996
1.578016,2.2531
-5.812488,-5.433288
-4.36127,-5.550027
3.416493,3.205713
2.87935,2.338151
-2.175296,-1.36052
-5.890944,-4.715096
2.503386,2.365352
-0.159427,-0.571284
2.21463,2.230069
4.646901,4.284964
2.487909,1.500031
-3.125013,-2.458444
1.794975,0.636699
3.02632,2.203389
2.878582,2.113458
3.397067,3.229151
4.954993,4.178543
1.577865,1.612123
5.925687,4.514917
0.916278,0.76542
2.099571,3.854256
4.960072,3.663631
1.330617,0.327573
4.993303,4.178601
4.246572,4.055359
0.901526,1.718921
0.396535,0.850495
4.507145,4.316662
5.300647,4.713759
1.159274,1.896628
1.734442,1.694619
4.22883,4.882298
5.594397,5.404304
5.68821,4.944026
1.943481,4.145539
2.852054,2.89255
5.796926,5.70245
6.034562,6.064875
6.408707,6.552555
5.494276,5.728806
3.393661,5.676235
5.628705,5.855407
-2.441931,-3.510849
-4.108335,-5.407089
6.228393,6.949408
4.574657,3.158963
4.435892,4.726873
6.491014,6.505873
0.549471,0.894675
8.15303,8.931909
3.058594,2.959539
4.503016,2.81679
4.459375,3.413916
5.498753,5.112625
-0.707011,-2.352096
1.669106,1.48908
4.610729,3.790627
5.967739,5.277653
4.677541,4.354905
4.430528,4.558547
2.381436,2.473992
3.858194,3.859647
4.448504,5.415701
1.754045,1.130637
4.005855,3.678508
0.59608,0.160227
5.105227,4.010057
3.559215,2.925933
5.952885,6.413517
6.382962,6.81196
2.228808,1.56632
2.771089,2.980672
3.820277,4.087906
1.913442,4.528547
-1.065007,-0.643402
1.072514,1.333485
1.885208,1.891009
5.943581,6.207241
1.747425,0.716541
1.409797,0.718857
-0.187406,1.043294
1.25142,0.07778
-0.813294,-2.058116
-2.804549,-3.030746
-0.008696,1.089936
6.054385,4.714795
1.852566,1.98973
4.142632,3.124807
1.627171,1.370331
-0.637542,-1.94628
0.63392,1.355216
4.330861,4.675385
10.247974,10.288384
5.17508,4.88714
3.310489,2.560479
4.303378,4.140862
5.131577,5.35574
-0.141533,1.868041
4.17323,2.960597
5.263976,3.594124
4.987256,5.357344
5.04778,5.388483
1.579155,2.010181
3.118251,4.977676
2.951373,4.974566
-3.37355,-2.414401
4.319289,4.371187
4.328551,5.391914
5.356283,5.810623
2.822343,2.617426
1.503906,2.55611
5.56921,5.010788
3.374553,3.899912
1.465002,1.347392
2.516264,2.161601
3.426516,5.16905
9.964157,10.183549
2.893031,2.315231
5.106481,4.932833
0.978707,2.01634
3.434944,3.812158
2.201225,1.488325
3.635871,5.111691
3.608284,3.242695
7.468607,7.715651
5.734082,5.141134
4.49111,4.719609
0.004703,0.339746
-4.555414,-3.138684
3.784908,2.610376
4.214765,3.472036
3.538976,3.564841
3.801091,3.888268
5.246902,4.301402
5.696001,6.188994
1.450224,0.936227
5.219994,6.238467
3.781028,3.048197
3.402906,4.56883
3.021416,2.988522
-1.064355,-0.703307
2.320642,1.794422
4.439322,4.711155
4.609155,3.859467
2.415339,3.184699
4.505043,4.770287
4.659162,5.180717
4.79971,4.136871
5.055698,5.17911
4.562017,4.330896
3.260303,3.235097
3.138712,2.200801
5.074122,4.633071
-2.847522,-4.093846
0.34099,0.474838
3.166011,4.439542
2.667045,2.495849
2.659045,2.915398
3.654087,2.921861
-2.594174,-2.019963
4.793414,4.445513
3.838636,4.990412
3.045468,4.130224
4.332798,3.836039
5.210303,5.178934
6.150473,5.98669
6.478187,6.333632
4.489422,5.22538
0.697594,0.794833
