,drug,cell_line,IC50
0,5-azacytidine,22RV1,3.192165
1,A-366,22RV1,4.685324
2,ABT737,22RV1,3.98776
3,AGI-5198,22RV1,6.255464
4,AGI-6780,22RV1,4.194722
5,AGK2,22RV1,3.839616
6,AMG-319,22RV1,6.450931
7,AT13148,22RV1,2.529538
8,AZ6102,22RV1,2.9276
9,AZ960,22RV1,3.969719
10,AZD1208,22RV1,5.007299
11,AZD1332,22RV1,3.424256
12,AZD3759,22RV1,3.408729
13,AZD4547,22RV1,3.618655
14,AZD5153,22RV1,0.758838
15,AZD5438,22RV1,3.426016
16,AZD5582,22RV1,2.402949
17,AZD5991,22RV1,3.873425
18,AZD6738,22RV1,3.384121
19,AZD7762,22RV1,2.042511
20,AZD8055,22RV1,-1.458397
21,AZD8186,22RV1,3.749366
22,Acetalax,22RV1,-0.236071
23,Afatinib,22RV1,2.316328
24,Afuresertib,22RV1,1.553442
25,Alisertib,22RV1,3.292027
26,Alpelisib,22RV1,2.207962
27,Avagacestat,22RV1,5.06275
28,Axitinib,22RV1,4.474203
29,BI-2536,22RV1,-1.501355
30,BIBR-1532,22RV1,6.360602
31,BMS-345541,22RV1,2.47004
32,BMS-536924,22RV1,2.862935
33,BMS-754807,22RV1,2.273743
34,Bleomycin (50 uM),22RV1,3.97792
35,Bosutinib,22RV1,3.913924
36,Bromosporine,22RV1,2.842678
37,Buparlisib,22RV1,0.648494
38,CCT007093,22RV1,5.941977
39,CPI-637,22RV1,4.905957
40,CZC24832,22RV1,4.677051
41,Camptothecin,22RV1,-2.90246
42,Carmustine,22RV1,6.148346
43,Cediranib,22RV1,2.109625
44,Cisplatin,22RV1,3.372862
45,Crizotinib,22RV1,2.502973
46,Cyclophosphamide,22RV1,6.209993
47,Cytarabine,22RV1,4.189364
48,Dabrafenib,22RV1,6.439239
49,Dacarbazine,22RV1,6.889218
50,Dactinomycin,22RV1,-4.840963
51,Dactolisib,22RV1,-2.793766
52,Daporinad,22RV1,-3.112784
53,Dasatinib,22RV1,4.203067
54,Docetaxel,22RV1,-2.839407
55,Doramapimod,22RV1,6.475129
56,EHT-1864,22RV1,4.235458
57,EPZ004777,22RV1,6.336956
58,EPZ5676,22RV1,6.343132
59,Elephantin,22RV1,3.359992
60,Entinostat,22RV1,1.987387
61,Entospletinib,22RV1,5.335641
62,Epirubicin,22RV1,-1.427706
63,Fludarabine,22RV1,6.364086
64,Fulvestrant,22RV1,4.580928
65,GDC0810,22RV1,6.444654
66,GNE-317,22RV1,-0.17
67,GSK-LSD1,22RV1,3.011643
68,GSK1904529A,22RV1,4.40755
69,GSK2110183B,22RV1,2.124287
70,GSK2578215A,22RV1,6.124603
71,GSK2606414,22RV1,3.576363
72,GSK2801,22RV1,6.109209
73,GSK2830371,22RV1,6.076753
74,GSK343,22RV1,4.442465
75,GSK591,22RV1,6.043719
76,GW441756,22RV1,4.731265
77,Gallibiscoquinazole,22RV1,3.323243
78,Gefitinib,22RV1,4.315802
79,I-BET-762,22RV1,2.28072
80,I-BRD9,22RV1,5.643544
81,Ibrutinib,22RV1,5.403357
82,Ipatasertib,22RV1,3.593688
83,Irinotecan,22RV1,2.222536
84,JNK Inhibitor VIII,22RV1,6.414185
85,JQ1,22RV1,2.439388
86,KU-55933,22RV1,6.475988
87,L-Oxonoreleagnine,22RV1,4.440545
88,LCL161,22RV1,5.787252
89,LGK974,22RV1,5.040647
90,LJI308,22RV1,5.298182
91,LMP744,22RV1,-1.957433
92,LY2109761,22RV1,5.936712
93,Leflunomide,22RV1,5.715007
94,Lenalidomide,22RV1,6.214894
95,Lestaurtinib,22RV1,0.779534
96,Linsitinib,22RV1,3.596753
97,Luminespib,22RV1,-2.047939
98,MG-132,22RV1,-1.597174
99,MIM1,22RV1,4.773134
100,MIRA-1,22RV1,6.109497
101,MK-1775,22RV1,2.454693
102,MK-2206,22RV1,1.451813
103,MK-8776,22RV1,3.939079
104,ML323,22RV1,4.858924
105,MN-64,22RV1,6.20477
106,Methotrexate,22RV1,0.448684
107,Mirin,22RV1,4.834877
108,Mitoxantrone,22RV1,-0.18664
109,Motesanib,22RV1,6.475988
110,Mycophenolic acid,22RV1,2.501541
111,NU7441,22RV1,4.462832
112,NVP-ADW742,22RV1,2.59346
113,Navitoclax,22RV1,4.803093
114,Nelarabine,22RV1,6.720936
115,Nilotinib,22RV1,4.238712
116,Niraparib,22RV1,3.559028
117,Nutlin-3a (-),22RV1,2.716152
118,OF-1,22RV1,4.981523
119,OSI-027,22RV1,1.119958
120,OTX015,22RV1,3.040589
121,Obatoclax Mesylate,22RV1,0.980832
122,Olaparib,22RV1,4.811496
123,Osimertinib,22RV1,3.22546
124,Oxaliplatin,22RV1,3.173693
125,P22077,22RV1,6.470562
126,PCI-34051,22RV1,5.772326
127,PD173074,22RV1,3.830967
128,PFI-1,22RV1,3.564366
129,PFI3,22RV1,6.101116
130,PLX-4720,22RV1,5.504357
131,POMHEX,22RV1,2.156797
132,PRIMA-1MET,22RV1,3.351648
133,PRT062607,22RV1,1.879975
134,Paclitaxel,22RV1,-2.240796
135,Palbociclib,22RV1,2.253138
136,Pevonedistat,22RV1,1.682196
137,Picolinici-acid,22RV1,6.430491
138,Podophyllotoxin bromide,22RV1,-0.355127
139,Pyridostatin,22RV1,3.071326
140,RO-3306,22RV1,3.511002
141,RVX-208,22RV1,4.562817
142,Refametinib,22RV1,2.966536
143,Ribociclib,22RV1,2.299274
144,Romidepsin,22RV1,-4.917572
145,Rucaparib,22RV1,4.095206
146,Ruxolitinib,22RV1,6.440741
147,SB216763,22RV1,5.831497
148,SB590885,22RV1,5.722726
149,SCH772984,22RV1,3.056805
150,SGC-CBP30,22RV1,4.973866
151,SGC0946,22RV1,3.799297
152,Sabutoclax,22RV1,-1.004245
153,Sapitinib,22RV1,5.764129
154,Savolitinib,22RV1,3.621982
155,Schweinfurthin A,22RV1,1.454677
156,Selumetinib,22RV1,3.754136
157,Sepantronium bromide,22RV1,-3.030734
158,Sinularin,22RV1,4.319845
159,Sorafenib,22RV1,3.52718
160,Staurosporine,22RV1,-2.50979
161,TW 37,22RV1,0.804539
162,Talazoparib,22RV1,2.51956
163,Tamoxifen,22RV1,3.733367
164,Tanespimycin,22RV1,2.390068
165,Taselisib,22RV1,0.963836
166,Telomerase Inhibitor IX,22RV1,0.5335
167,Temozolomide,22RV1,7.842775
168,Temsirolimus,22RV1,-0.974396
169,Teniposide,22RV1,0.35478
170,Topotecan,22RV1,-0.69901
171,Trametinib,22RV1,1.325603
172,UMI-77,22RV1,2.127041
173,UNC0379,22RV1,1.779301
174,UNC0638,22RV1,4.060162
175,Ulixertinib,22RV1,3.031144
176,Uprosertib,22RV1,1.201932
177,VE-822,22RV1,4.436175
178,VE821,22RV1,6.013336
179,VX-11e,22RV1,3.738037
180,Veliparib,22RV1,6.060621
181,Venetoclax,22RV1,4.398981
182,Vinblastine,22RV1,-4.384381
183,Vincristine,22RV1,-2.006153
184,Vinorelbine,22RV1,-3.401996
185,Vismodegib,22RV1,5.391738
186,Vorinostat,22RV1,0.913749
187,WEHI-539,22RV1,5.052249
188,WIKI4,22RV1,4.876028
189,WZ4003,22RV1,4.30083
190,Wee1 Inhibitor,22RV1,2.788358
191,Wnt-C59,22RV1,4.158391
192,XAV939,22RV1,5.022698
193,YK-4-279,22RV1,2.770574
194,ZM447439,22RV1,5.667987
195,Zoledronate,22RV1,4.115569
196,alpha-lipoic acid,22RV1,7.94115
197,glutathione,22RV1,10.422474
198,5-azacytidine,2313287,2.032212
199,A-366,2313287,3.967544
200,ABT737,2313287,2.960491
201,AGI-5198,2313287,5.008851
202,AGI-6780,2313287,5.095646
203,AGK2,2313287,4.032236
204,AMG-319,2313287,4.475098
205,AT13148,2313287,1.363643
