,drug,cell_line,IC50
0,5-azacytidine,22RV1,3.192165
1,A-366,22RV1,4.685324
2,ABT737,22RV1,3.98776
3,AGI-6780,22RV1,4.194722
4,AGK2,22RV1,3.839616
5,AMG-319,22RV1,6.450931
6,AT13148,22RV1,2.529538
7,AZ6102,22RV1,2.9276
8,AZD1208,22RV1,5.007299
9,AZD1332,22RV1,3.424256
10,AZD2014,22RV1,-0.554046
11,AZD3759,22RV1,3.408729
12,AZD4547,22RV1,3.618655
13,AZD5153,22RV1,0.758838
14,AZD5363,22RV1,2.654513
15,AZD5438,22RV1,3.426016
16,AZD5582,22RV1,2.402949
17,AZD5991,22RV1,3.873425
18,AZD6738,22RV1,3.384121
19,AZD7762,22RV1,2.042511
20,AZD8055,22RV1,-1.458397
21,AZD8186,22RV1,3.749366
22,Acetalax,22RV1,-0.236071
23,Afatinib,22RV1,2.316328
24,Alisertib,22RV1,3.292027
25,Alpelisib,22RV1,2.207962
26,Avagacestat,22RV1,5.06275
27,Axitinib,22RV1,4.474203
28,BIBR-1532,22RV1,6.360602
29,BMS-345541,22RV1,2.47004
30,BMS-536924,22RV1,2.862935
31,BMS-754807,22RV1,2.273743
32,Bleomycin,22RV1,4.031109
33,Bleomycin (50 uM),22RV1,3.97792
34,Bortezomib,22RV1,-4.6224
35,Bosutinib,22RV1,3.913924
36,Bromosporine,22RV1,2.842678
37,Buparlisib,22RV1,0.648494
38,CCT007093,22RV1,5.941977
39,CPI-637,22RV1,4.905957
40,CZC24832,22RV1,4.677051
41,Camptothecin,22RV1,-2.90246
42,Carmustine,22RV1,6.148346
43,Cediranib,22RV1,2.109625
44,Cisplatin,22RV1,3.372862
45,Crizotinib,22RV1,2.502973
46,Cyclophosphamide,22RV1,6.209993
47,Cytarabine,22RV1,4.189364
48,Dabrafenib,22RV1,6.439239
49,Dacarbazine,22RV1,6.889218
50,Dactinomycin,22RV1,-4.840963
51,Dactolisib,22RV1,-2.793766
52,Daporinad,22RV1,-3.112784
53,Dasatinib,22RV1,4.203067
54,Dihydrorotenone,22RV1,1.840438
55,Dinaciclib,22RV1,-2.715792
56,Docetaxel,22RV1,-2.839407
57,EHT-1864,22RV1,4.235458
58,EPZ5676,22RV1,6.343132
59,Elephantin,22RV1,3.359992
60,Entinostat,22RV1,1.987387
61,Entospletinib,22RV1,5.335641
62,Epirubicin,22RV1,-1.427706
63,Fludarabine,22RV1,6.364086
64,Foretinib,22RV1,2.452178
65,Fulvestrant,22RV1,4.580928
66,GDC0810,22RV1,6.444654
67,GNE-317,22RV1,-0.17
68,GSK-LSD1,22RV1,3.011643
69,GSK1904529A,22RV1,4.40755
70,GSK2110183B,22RV1,2.124287
71,GSK2578215A,22RV1,6.124603
72,GSK2606414,22RV1,3.576363
73,GSK2801,22RV1,6.109209
74,GSK2830371,22RV1,6.076753
75,GSK343,22RV1,4.442465
76,GSK591,22RV1,6.043719
77,GW441756,22RV1,4.731265
78,Gallibiscoquinazole,22RV1,3.323243
79,Gefitinib,22RV1,4.315802
80,Gemcitabine,22RV1,-2.883793
81,I-BET-762,22RV1,2.28072
82,I-BRD9,22RV1,5.643544
83,ICL-SIRT078,22RV1,5.018785
84,IWP-2,22RV1,4.036203
85,Ibrutinib,22RV1,5.403357
86,Ipatasertib,22RV1,3.593688
87,Irinotecan,22RV1,2.222536
88,JNK Inhibitor VIII,22RV1,6.414185
89,JQ1,22RV1,2.439388
90,KRAS (G12C) Inhibitor-12,22RV1,2.835576
91,KU-55933,22RV1,6.475988
92,L-Oxonoreleagnine,22RV1,4.440545
93,LCL161,22RV1,5.787252
94,LGK974,22RV1,5.040647
95,LJI308,22RV1,5.298182
96,LMP744,22RV1,-1.957433
97,LY2109761,22RV1,5.936712
98,Lapatinib,22RV1,3.516958
99,Leflunomide,22RV1,5.715007
100,Lenalidomide,22RV1,6.214894
101,Lestaurtinib,22RV1,0.779534
102,Linsitinib,22RV1,3.596753
103,Luminespib,22RV1,-2.047939
104,MG-132,22RV1,-1.597174
105,MIM1,22RV1,4.773134
106,MK-1775,22RV1,2.454693
107,MK-2206,22RV1,1.451813
108,ML323,22RV1,4.858924
109,MN-64,22RV1,6.20477
110,Methotrexate,22RV1,0.448684
111,Mirin,22RV1,4.834877
112,Mitoxantrone,22RV1,-0.18664
113,Motesanib,22RV1,6.475988
114,N-acetyl cysteine,22RV1,9.416855
115,NU7441,22RV1,4.462832
116,Navitoclax,22RV1,4.803093
117,Nelarabine,22RV1,6.720936
118,Nilotinib,22RV1,4.238712
119,Niraparib,22RV1,3.559028
120,Nutlin-3a (-),22RV1,2.716152
121,OF-1,22RV1,4.981523
122,OSI-027,22RV1,1.119958
123,OTX015,22RV1,3.040589
124,Obatoclax Mesylate,22RV1,0.980832
125,Olaparib,22RV1,4.811496
126,Osimertinib,22RV1,3.22546
127,Oxaliplatin,22RV1,3.173693
128,P22077,22RV1,6.470562
129,PCI-34051,22RV1,5.772326
130,PD0325901,22RV1,1.264776
131,PD173074,22RV1,3.830967
132,PFI-1,22RV1,3.564366
133,PFI3,22RV1,6.101116
134,PLX-4720,22RV1,5.504357
135,POMHEX,22RV1,2.156797
136,PRIMA-1MET,22RV1,3.351648
137,PRT062607,22RV1,1.879975
138,Paclitaxel,22RV1,-2.240796
139,Palbociclib,22RV1,2.253138
140,Pevonedistat,22RV1,1.682196
141,Picolinici-acid,22RV1,6.430491
142,Pictilisib,22RV1,0.523985
143,Podophyllotoxin bromide,22RV1,-0.355127
144,RO-3306,22RV1,3.511002
145,Rapamycin,22RV1,-4.382138
146,Refametinib,22RV1,2.966536
147,Ribociclib,22RV1,2.299274
148,Romidepsin,22RV1,-4.917572
149,Rucaparib,22RV1,4.095206
150,Ruxolitinib,22RV1,6.440741
151,SB590885,22RV1,5.722726
152,SCH772984,22RV1,3.056805
153,SGC0946,22RV1,3.799297
154,SN-38,22RV1,-4.972312
155,Sabutoclax,22RV1,-1.004245
156,Sapitinib,22RV1,5.764129
157,Savolitinib,22RV1,3.621982
158,Schweinfurthin A,22RV1,1.454677
159,Selumetinib,22RV1,3.754136
160,Sepantronium bromide,22RV1,-3.030734
161,Serdemetan,22RV1,3.056134
162,Sinularin,22RV1,4.319845
163,Sorafenib,22RV1,3.52718
164,Staurosporine,22RV1,-2.50979
165,Talazoparib,22RV1,2.51956
166,Tamoxifen,22RV1,3.733367
167,Tanespimycin,22RV1,2.390068
168,Taselisib,22RV1,0.963836
169,Telomerase Inhibitor IX,22RV1,0.5335
170,Temozolomide,22RV1,7.842775
171,Temsirolimus,22RV1,-0.974396
172,Teniposide,22RV1,0.35478
173,Topotecan,22RV1,-0.69901
174,Trametinib,22RV1,1.325603
175,UMI-77,22RV1,2.127041
176,UNC0379,22RV1,1.779301
177,UNC0638,22RV1,4.060162
178,VE-822,22RV1,4.436175
179,VE821,22RV1,6.013336
180,Veliparib,22RV1,6.060621
181,Venetoclax,22RV1,4.398981
182,Vinblastine,22RV1,-4.384381
183,Vincristine,22RV1,-2.006153
184,Vinorelbine,22RV1,-3.401996
185,Vismodegib,22RV1,5.391738
186,Vorinostat,22RV1,0.913749
187,WEHI-539,22RV1,5.052249
188,WIKI4,22RV1,4.876028
189,Wee1 Inhibitor,22RV1,2.788358
190,Wnt-C59,22RV1,4.158391
191,XAV939,22RV1,5.022698
192,YK-4-279,22RV1,2.770574
193,ZM447439,22RV1,5.667987
194,Zoledronate,22RV1,4.115569
195,glutathione,22RV1,10.422474
196,5-azacytidine,2313287,2.032212
197,A-366,2313287,3.967544
198,ABT737,2313287,2.960491
199,AGI-6780,2313287,5.095646
200,AGK2,2313287,4.032236
201,AMG-319,2313287,4.475098
202,AT13148,2313287,1.363643
203,AZ6102,2313287,1.983756
204,AZD1208,2313287,4.68345
